phecode,description,phecode_exclude_range,sex,rollup,leaf,groupnum,group,color,phecode_exclude_description,n_cases,n_controls
750.14,Congenital anomalies of esophagus,750-751.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",42,406726
750.15,Congenital anomalies of stomach,750-751.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",42,406726
750.2,Lower gastrointestinal congenital anomalies,750-751.99,Both,1,0,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",365,406726
750.21,Congenital anomalies of intestine,750-751.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",229,406726
750.22,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",119,406726
751,Genitourinary congenital anomalies,750-751.99,Both,1,0,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",1596,406726
751.1,Congenital anomalies of genital organs,750-751.99,Both,1,0,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",732,406726
751.11,Congenital anomalies of female genital organs,750-751.99,Female,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",457,219792
751.12,Congenital anomalies of male genital organs,750-751.99,Male,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",228,186633
751.2,Congenital anomalies of urinary system,750-751.99,Both,1,0,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",855,406726
751.21,Cystic kidney disease,750-751.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",431,406726
751.22,Other specified congenital anomalies of kidney,750-751.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",339,406726
751.3,Obstructive genitourinary defect,750-751.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of gi, urinary tract",23,406726
752,Nervous system congenital anomalies,752-754.99,Both,1,0,15,congenital anomalies,mediumspringgreen," congenital anomalies of nervous system, spine",336,408392
752.1,Neural tube defects,752-754.99,Both,1,0,15,congenital anomalies,mediumspringgreen," congenital anomalies of nervous system, spine",257,408392
752.11,Spina bifida,752-754.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of nervous system, spine",211,408392
752.2,Other specified congenital anomalies of nervous system,752-754.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of nervous system, spine",80,408392
753,Congenital anomalies of the eye,752-754.99,Both,1,0,15,congenital anomalies,mediumspringgreen," congenital anomalies of nervous system, spine",131,408392
753.1,Congenital cataract and lens anomalies,752-754.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of nervous system, spine",76,408392
753.2,Congenital anomalies of posterior segment of eye,752-754.99,Both,1,1,15,congenital anomalies,mediumspringgreen," congenital anomalies of nervous system, spine",16,408392
754,Congenital musculoskeletal deformities of spine,754-756.99,Both,1,0,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,110,407829
754.2,"Spondylolisthesis, congenital",754-756.99,Both,1,1,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,3,407829
755,Congenital anomalies of limbs,754-756.99,Both,1,0,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,449,407829
755.1,Congenital deformities of feet,754-756.99,Both,1,1,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,210,407829
755.3,Congenital anomaly of fingers/toes,754-756.99,Both,1,1,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,28,407829
755.4,"Congenital anomalies of upper limb, including shoulder girdle",754-756.99,Both,1,1,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,46,407829
755.6,"Other congenital anomalies of lower limb, including pelvic girdle",754-756.99,Both,1,0,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,162,407829
755.61,Congenital hip dysplasia and deformity,754-756.99,Both,1,1,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,107,407829
756,Other congenital musculoskeletal anomalies,754-756.99,Both,1,0,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,594,407829
756.1,Congenital anomalies of abdominal wall; diaphram,754-756.99,Both,1,1,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,21,407829
756.2,Pectus and other congenital anomalies of ribs/sternum,754-756.99,Both,1,0,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,24,407829
756.21,Pectus excavatum,754-756.99,Both,1,1,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,14,407829
756.22,Pectus carinatum,754-756.99,Both,1,1,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,2,407829
756.3,"Congenital anomalies of muscle, tendon, fascia, and connective tissue",754-756.99,Both,1,1,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,81,407829
756.5,Congenital osteodystrophies,754-756.99,Both,1,1,15,congenital anomalies,mediumspringgreen, congenital musculoskeletal anomalies,437,407829
757,Congenital anomalies of the integument,756-759.99,Both,1,1,15,congenital anomalies,mediumspringgreen, All other congenital anomalies,16,407934
758,Chromosomal anomalies and genetic disorders,756-759.99,Both,1,0,15,congenital anomalies,mediumspringgreen, All other congenital anomalies,190,407934
758.1,Chromosomal anomalies,756-759.99,Both,1,1,15,congenital anomalies,mediumspringgreen, All other congenital anomalies,100,407934
759,Other and unspecified congenital anomalies,756-759.99,Both,1,0,15,congenital anomalies,mediumspringgreen, All other congenital anomalies,233,407934
759.1,"Anomalies of endocrine glands, congenital",756-759.99,Both,1,1,15,congenital anomalies,mediumspringgreen, All other congenital anomalies,105,407934
760,Back pain,760-760.99,Both,1,1,17,symptoms,purple, Back pain,11275,397684
761,Cervicalgia,761-761.99,Both,1,1,17,symptoms,purple, neck pain,1796,407163
763,"Thoracic or lumbosacral neuritis or radiculitis, unspecified",763-767.99,Both,1,1,17,symptoms,purple," neuralgia, neuritis, and radiculitis,",7,405478
764,Sciatica,763-767.99,Both,1,1,17,symptoms,purple," neuralgia, neuritis, and radiculitis,",2383,405478
765,Cervical radiculitis,763-767.99,Both,1,1,17,symptoms,purple," neuralgia, neuritis, and radiculitis,",12,405478
766,"Neuralgia, neuritis, and radiculitis NOS",763-767.99,Both,1,1,17,symptoms,purple," neuralgia, neuritis, and radiculitis,",1182,405478
769,Nonallopathic lesions NEC,769-769.99,Both,1,1,17,symptoms,purple," Nonallopathic lesions, NEC",0,408959
770,Myalgia and myositis unspecified,770-770.99,Both,1,1,17,symptoms,purple, Myalgia and myositis unspecified,642,408317
771,Musculoskeletal symptoms referable to limbs,771-771.99,Both,1,1,17,symptoms,purple, Musculoskeletal symptoms referable to limbs,875,403466
771.1,Swelling of limb,771-771.99,Both,0,1,17,symptoms,purple, Musculoskeletal symptoms referable to limbs,4663,403466
771.2,Cramp of limb,771-771.99,Both,0,1,17,symptoms,purple, Musculoskeletal symptoms referable to limbs,2,403466
772,Symptoms of the muscles,772-772.99,Both,1,1,17,symptoms,purple, Other muscular symptoms,676,408255
772.1,Muscular wasting and disuse atrophy,772-772.99,Both,0,1,17,symptoms,purple, Other muscular symptoms,1,408255
772.3,Muscle weakness,772-772.99,Both,0,1,17,symptoms,purple, Other muscular symptoms,1,408255
772.4,Rhabdomyolysis,772-772.99,Both,0,1,17,symptoms,purple, Other muscular symptoms,27,408255
773,Pain in limb,773-773.99,Both,1,0,17,symptoms,purple, Pain in limb,6327,402632
780,Hypothermia/Chills,780-780.99,Both,1,1,17,symptoms,purple, Hypothermia/Chills,172,408787
781,Symptoms involving nervous and musculoskeletal systems,781-781.99,Both,1,1,17,symptoms,purple, Symptoms involving nervous and musculoskeletal systems,1885,407073
781.2,Abnormal posture,781-781.99,Both,0,1,17,symptoms,purple, Symptoms involving nervous and musculoskeletal systems,2,407073
782.3,Edema,782-782.99,Both,0,1,17,symptoms,purple,Symptoms involving skin and other integumentary tissue,1651,407140
782.6,Pallor and flushing,782-782.99,Both,0,1,17,symptoms,purple,Symptoms involving skin and other integumentary tissue,175,407140
783,Fever of unknown origin,783-783.99,Both,1,0,17,symptoms,purple, fever,3940,405019
785,Abdominal pain,785-785.99,Both,1,1,17,symptoms,purple, Abdominal pain,41317,367642
788,Syncope and collapse,788-788.99,Both,1,1,17,symptoms,purple, Syncope and collapse,9165,399794
789,Nausea and vomiting,789-789.99,Both,1,0,17,symptoms,purple, Nausea and vomiting,11714,397245
789.1,Persistent vomiting,789-789.99,Both,1,1,17,symptoms,purple, Nausea and vomiting,3,397245
790,Nonspecific findings on examination of blood,790-790.99,Both,1,1,17,symptoms,purple,Nonspecific findings on examination of blood,150,402339
790.1,Elevated sedimentation rate,790-790.99,Both,0,1,17,symptoms,purple,Nonspecific findings on examination of blood,84,402339
790.6,Other abnormal blood chemistry,790-790.99,Both,0,1,17,symptoms,purple,Nonspecific findings on examination of blood,6414,402339
791,Gangrene,791-791.99,Both,1,1,17,symptoms,purple, Gangrene,553,408406
792,Abnormal Papanicolaou smear of cervix and cervical HPV,"174-184.99, 218-218.99, 792-792.99",Female,1,0,17,symptoms,purple, cancer of female genital organs; benign neoplasm of uterus; abnormal pap smear,98,193990
793,Nonspecific abnormal findings on radiological and other examination of musculoskeletal system,793-793.99,Both,1,0,17,symptoms,purple,Nonspecific abnormal findings on radiological and other examination of body structure,134,408261
793.2,"Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)",793-793.99,Both,0,0,17,symptoms,purple,Nonspecific abnormal findings on radiological and other examination of body structure,567,408261
794,"Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)",794-794.99,Both,1,1,17,symptoms,purple,Abnormal results of function studies,120,408839
797,Shock,797-797.99,Both,1,0,17,symptoms,purple, Shock,156,408803
797.1,Cardiogenic shock,797-797.99,Both,1,1,17,symptoms,purple, Shock,102,408803
798,Malaise and fatigue,798-798.99,Both,1,0,17,symptoms,purple, Malaise and fatigue,3437,405522
798.1,Chronic fatigue syndrome,798-798.99,Both,1,1,17,symptoms,purple, Malaise and fatigue,593,405522
800,Fracture of lower limb,800-809.99,Both,1,0,18,injuries & poisonings,gray50, Fractures,7263,387738
800.1,Fracture of neck of femur,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,1821,387738
800.2,Fracture of unspecified part of femur,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,170,387738
800.3,Fracture of tibia and fibula,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,2164,387738
800.4,Fracture of patella,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,768,387738
801,Fracture of ankle and foot,800-809.99,Both,1,0,18,injuries & poisonings,gray50, Fractures,2339,387738
801.1,Fracture of foot,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,1842,387738
802,Fracture of pelvis,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,722,387738
803,Fracture of upper limb,800-809.99,Both,1,0,18,injuries & poisonings,gray50, Fractures,8527,387738
803.1,Fracture of humerus,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,1694,387738
803.2,Fracture of radius and ulna,800-809.99,Both,1,0,18,injuries & poisonings,gray50, Fractures,5246,387738
803.3,Fracture of clavicle or scapula,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,1525,387738
804,Fracture of hand or wrist,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,3357,387738
805,Fracture of vertebral column without mention of spinal cord injury,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,1359,387738
807,Fracture of ribs,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,778,387738
809,Fracture of unspecified bones,800-809.99,Both,1,1,18,injuries & poisonings,gray50, Fractures,1308,387738
816,Cerebral laceration and contusion,816-819.99,Both,1,1,18,injuries & poisonings,gray50, Intracranial injury,4,405523
817,Concussion,816-819.99,Both,1,1,18,injuries & poisonings,gray50, Intracranial injury,245,405523
818,Intracranial hemorrhage (injury),816-819.99,Both,1,0,18,injuries & poisonings,gray50, Intracranial injury,526,405523
818.2,Subarachnoid hemorrhage (injury),816-819.99,Both,1,1,18,injuries & poisonings,gray50, Intracranial injury,4,405523
819,Skull and face fracture and other intercranial injury,816-819.99,Both,1,1,18,injuries & poisonings,gray50, Intracranial injury,2974,405523
823,Torus fracture,800-829.99,Both,1,1,18,injuries & poisonings,gray50,Fractures,1676,385110
830,Dislocation,830-839.99,Both,1,1,18,injuries & poisonings,gray50, joint disorders and dislocations; trauma-related,2094,391456
835,Internal derangement of knee,830-839.99,Both,1,1,18,injuries & poisonings,gray50, joint disorders and dislocations; trauma-related,15429,391456
836,Traumatic arthropathy,830-839.99,Both,1,1,18,injuries & poisonings,gray50, joint disorders and dislocations; trauma-related,528,391456
840,Sprains and strains,840-848.99,Both,1,0,18,injuries & poisonings,gray50,Sprains And Strains Of Joints And Adjacent Muscles,496,408423
840.2,Rotator cuff (capsule) sprain,840-848.99,Both,1,1,18,injuries & poisonings,gray50,Sprains And Strains Of Joints And Adjacent Muscles,1,408423
840.3,Joint/ligament sprain,840-848.99,Both,1,1,18,injuries & poisonings,gray50,Sprains And Strains Of Joints And Adjacent Muscles,24,408423
841,Sprains and strains of back and neck,840-848.99,Both,1,1,18,injuries & poisonings,gray50,Sprains And Strains Of Joints And Adjacent Muscles,13,408423
842,Other sprains and strains,840-848.99,Both,1,1,18,injuries & poisonings,gray50,Sprains And Strains Of Joints And Adjacent Muscles,29,408423
850,Hemorrhage or hematoma complicating a procedure,850-859.99,Both,1,1,18,injuries & poisonings,gray50, Complications,5340,394868
851,Complications of transplants and reattached limbs,850-859.99,Both,1,1,18,injuries & poisonings,gray50, Complications,159,394868
853,Complication of colostomy or enterostomy,850-859.99,Both,1,1,18,injuries & poisonings,gray50, Complications,503,394868
854,"Complications of cardiac/vascular device, implant, and graft",850-859.99,Both,1,1,18,injuries & poisonings,gray50, Complications,1830,394868
855,"Complication of nervous system device, implant, and graft",850-859.99,Both,1,1,18,injuries & poisonings,gray50, Complications,39,394868
856,Vascular complications of surgery and medical procedures,850-859.99,Both,1,1,18,injuries & poisonings,gray50, Complications,45,394868
857,"Mechanical complication of unspecified genitourinary device, implant, and graft",850-859.99,Both,1,1,18,injuries & poisonings,gray50, Complications,1246,394868
858,Complication of internal orthopedic device,850-859.99,Both,1,1,18,injuries & poisonings,gray50, Complications,3167,394868
859,Complication due to other implant and internal device,850-859.99,Both,1,1,18,injuries & poisonings,gray50, Complications,3277,394868
860,Bone marrow or stem cell transplant,860-860.99,Both,1,1,2,neoplasms,darkcyan, bone marrow or stem cell transplant,80,408879
870,Open wounds of head; neck; and trunk,870-879.99,Both,1,0,18,injuries & poisonings,gray50, Open wound,3845,400413
870.1,Open wound or laceration of eye or eyelid,870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,273,400413
870.2,Open wound of ear,870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,196,400413
870.3,Other open wound of head and face,870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,2920,400413
870.4,Open wound of nose and sinus,870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,220,400413
870.5,Open wound of lip and mouth,870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,6,400413
870.6,Open wound of neck,870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,313,400413
870.8,Open wound of genital organs,870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,25,400413
871,Open wounds of extremities,870-879.99,Both,1,0,18,injuries & poisonings,gray50, Open wound,4223,400413
871.1,Open wound of hand except finger(s),870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,53,400413
871.2,Open wound of finger(s),870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,91,400413
871.3,Open wound of foot except toe(s) alone,870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,179,400413
871.4,Open wound of toe(s),870-879.99,Both,1,1,18,injuries & poisonings,gray50, Open wound,17,400413
